	   1   60.7298889      -5.49687290      -267.004181     -1.0000000   1
           2   60.6502686      -5.47378063      -251.979309     -1.0000000   1
           3   60.5706635      -5.45068836      -236.954407     -1.0000000   1
           4   60.4910431      -5.42759609      -221.929520     -1.0000000   1
           5   60.4114227      -5.40450478      -206.904617     -1.0000000   1
           6   60.3318176      -5.38141251      -191.879730     -1.0000000   1
           7   60.2521973      -5.35832024      -176.854843     -1.0000000   1
           8   60.1725769      -5.33522797      -161.829941     -1.0000000   1
           9   60.0929718      -5.31213570      -146.805054     -1.0000000   1
          10   60.0133514      -5.28904343      -131.780167     -1.0000000   1
          11   59.9337311      -5.26595116      -116.755264     -1.0000000   1
          12   59.8541260      -5.24285889      -101.730377     -1.0000000   1
          13   59.7859497      -5.22876930      -86.7167358     -1.0000000   1
          14   59.7308655      -5.22496605      -71.7159119     -1.0000000   1
          15   59.6757812      -5.22116280      -56.7151184     -1.0000000   1
          16   59.6206818      -5.21735954      -41.7143250     -1.0000000   1
          17   59.5655975      -5.21355629      -26.7135010     -1.0000000   1
          18   59.5105133      -5.20975304      -11.7127075     -1.0000000   1
          19   59.4554291      -5.20594978       3.28808594     -1.0000000   1
          20   59.4003296      -5.20214653       18.2889099     -1.0000000   1
          21   59.3452454      -5.19834328       33.2897034     -1.0000000   1
          22   59.2901611      -5.19454002       48.2905273     -1.0000000   1
          23   59.2350616      -5.19073677       63.2913208     -1.0000000   1
          24   59.1799774      -5.18693542       78.2921143     -1.0000000   1
          25   59.1251068      -5.18314743       93.2921143     -1.0000000   1
          26   59.0702362      -5.17935944       108.292114     -1.0000000   1
          27   59.0153656      -5.17557144       123.292114     -1.0000000   1
          28   58.9604950      -5.17178345       138.292114     -1.0000000   1
          29   58.9056244      -5.16799545       153.292114     -1.0000000   1
          30   58.8507538      -5.16420746       168.292114     -1.0000000   1
          31   58.7958832      -5.16041946       183.292114     -1.0000000   1
          32   58.7410126      -5.15663147       198.292114     -1.0000000   1
          33   58.6861420      -5.15284348       213.292114     -1.0000000   1
          34   58.6312714      -5.14905548       228.292114     -1.0000000   1
          35   58.5764008      -5.14526749       243.292114     -1.0000000   1
          36   58.5215302      -5.14147949       258.292114     -1.0000000   1
          37   36.3165283      -51.8650284      -267.177063     -1.0000000   1
          38   36.3377380      -51.8007965      -252.161880     -1.0000000   1
          39   36.3589630      -51.7365570      -237.146698     -1.0000000   1
          40   36.3801727      -51.6723213      -222.131516     -1.0000000   1
          41   36.4013824      -51.6080856      -207.116348     -1.0000000   1
          42   36.4226074      -51.5438461      -192.101166     -1.0000000   1
          43   36.4438171      -51.4796104      -177.085983     -1.0000000   1
          44   36.4650269      -51.4153748      -162.070801     -1.0000000   1
          45   36.4862518      -51.3511353      -147.055634     -1.0000000   1
          46   36.5074615      -51.2868996      -132.040451     -1.0000000   1
          47   36.5286713      -51.2226639      -117.025269     -1.0000000   1
          48   36.5498962      -51.1584244      -102.010101     -1.0000000   1
          49   36.5711060      -51.0941925      -86.9949036     -1.0000000   1
          50   36.5923157      -51.0299530      -71.9797363     -1.0000000   1
          51   36.6135406      -50.9657135      -56.9645386     -1.0000000   1
          52   36.6347504      -50.9014816      -41.9493713     -1.0000000   1
          53   36.6559601      -50.8372421      -26.9342041     -1.0000000   1
          54   36.6771851      -50.7730064      -11.9190063     -1.0000000   1
          55   36.6983948      -50.7087708       3.09616089     -1.0000000   1
          56   36.7196045      -50.6445312       18.1113586     -1.0000000   1
          57   36.7408295      -50.5802956       33.1265259     -1.0000000   1
          58   36.7620392      -50.5160599       48.1416931     -1.0000000   1
          59   36.7832489      -50.4518204       63.1568909     -1.0000000   1
          60   36.8044739      -50.3875847       78.1720581     -1.0000000   1
          61   36.8255768      -50.3236694       93.1720581     -1.0000000   1
          62   36.8466797      -50.2597542       108.172058     -1.0000000   1
          63   36.8677826      -50.1958389       123.172058     -1.0000000   1
          64   36.8888855      -50.1319237       138.172058     -1.0000000   1
          65   36.9099884      -50.0680084       153.172058     -1.0000000   1
          66   36.9310913      -50.0040932       168.172058     -1.0000000   1
          67   36.9521942      -49.9401779       183.172058     -1.0000000   1
          68   36.9732971      -49.8762627       198.172058     -1.0000000   1
          69   36.9944000      -49.8123474       213.172058     -1.0000000   1
          70   37.0155029      -49.7484322       228.172058     -1.0000000   1
          71   37.0366058      -49.6845169       243.172058     -1.0000000   1
          72   37.0577087      -49.6206017       258.172058     -1.0000000   1
          73  -15.6057129      -57.8599091      -267.420441     -1.0000000   1
          74  -15.5917358      -57.8023987      -252.407776     -1.0000000   1
          75  -15.5777893      -57.7448883      -237.395142     -1.0000000   1
          76  -15.5638123      -57.6873779      -222.382492     -1.0000000   1
          77  -15.5498657      -57.6298676      -207.369858     -1.0000000   1
          78  -15.5358887      -57.5723648      -192.357208     -1.0000000   1
          79  -15.5219421      -57.5148544      -177.344559     -1.0000000   1
          80  -15.5079956      -57.4573441      -162.331924     -1.0000000   1
          81  -15.4940186      -57.3998337      -147.319275     -1.0000000   1
          82  -15.4800720      -57.3423233      -132.306625     -1.0000000   1
          83  -15.4660950      -57.2848206      -117.293991     -1.0000000   1
          84  -15.4521484      -57.2273102      -102.281342     -1.0000000   1
          85  -15.4281006      -57.1547623      -87.2717285     -1.0000000   1
          86  -15.3925476      -57.0650177      -72.2656250     -1.0000000   1
          87  -15.3569641      -56.9752808      -57.2594910     -1.0000000   1
          88  -15.3214111      -56.8855362      -42.2533875     -1.0000000   1
          89  -15.2858276      -56.7957993      -27.2472534     -1.0000000   1
          90  -15.2502747      -56.7060547      -12.2411499     -1.0000000   1
          91  -15.2146912      -56.6163177       2.76498413     -1.0000000   1
          92  -15.1791382      -56.5265732       17.7710876     -1.0000000   1
          93  -15.1435547      -56.4368362       32.7772217     -1.0000000   1
          94  -15.1080017      -56.3470917       47.7833252     -1.0000000   1
          95  -15.0724487      -56.2573547       62.7894592     -1.0000000   1
          96  -15.0368652      -56.1676102       77.7955933     -1.0000000   1
          97  -15.0014648      -56.0782700       92.7955933     -1.0000000   1
          98  -14.9660645      -55.9889221       107.795593     -1.0000000   1
          99  -14.9306641      -55.8995819       122.795593     -1.0000000   1
         100  -14.8952637      -55.8102341       137.795593     -1.0000000   1
         101  -14.8598633      -55.7208939       152.795593     -1.0000000   1
         102  -14.8244629      -55.6315460       167.795593     -1.0000000   1
         103  -14.7890625      -55.5422058       182.795593     -1.0000000   1
         104  -14.7536621      -55.4528580       197.795593     -1.0000000   1
         105  -14.7182617      -55.3635178       212.795593     -1.0000000   1
         106  -14.6828613      -55.2741699       227.795593     -1.0000000   1
         107  -14.6474609      -55.1848297       242.795593     -1.0000000   1
         108  -14.6120605      -55.0954819       257.795593     -1.0000000   1
         109  -53.5501404      -25.4397964      -267.082031     -1.0000000   1
         110  -53.4997864      -25.4159088      -252.021698     -1.0000000   1
         111  -53.4494324      -25.3920212      -236.961365     -1.0000000   1
         112  -53.3990784      -25.3681335      -221.901047     -1.0000000   1
         113  -53.3487244      -25.3442459      -206.840729     -1.0000000   1
         114  -53.2983704      -25.3203583      -191.780396     -1.0000000   1
         115  -53.2479858      -25.2964706      -176.720078     -1.0000000   1
         116  -53.1976318      -25.2725830      -161.659760     -1.0000000   1
         117  -53.1472778      -25.2486954      -146.599426     -1.0000000   1
         118  -53.0969238      -25.2248077      -131.539108     -1.0000000   1
         119  -53.0465698      -25.2009201      -116.478790     -1.0000000   1
         120  -52.9962158      -25.1770325      -101.418457     -1.0000000   1
         121  -52.9487610      -25.1524448      -86.3638000     -1.0000000   1
         122  -52.9046326      -25.1270580      -71.3155823     -1.0000000   1
         123  -52.8605042      -25.1016693      -56.2673950     -1.0000000   1
         124  -52.8163757      -25.0762825      -41.2191772     -1.0000000   1
         125  -52.7722473      -25.0508957      -26.1709595     -1.0000000   1
         126  -52.7281189      -25.0255070      -11.1227722     -1.0000000   1
         127  -52.6839905      -25.0001202       3.92544556     -1.0000000   1
         128  -52.6398621      -24.9747334       18.9736633     -1.0000000   1
         129  -52.5957031      -24.9493446       34.0218506     -1.0000000   1
         130  -52.5515747      -24.9239578       49.0700684     -1.0000000   1
         131  -52.5074463      -24.8985710       64.1182861     -1.0000000   1
         132  -52.4633179      -24.8731823       79.1664734     -1.0000000   1
         133  -52.4194946      -24.8479786       94.1664734     -1.0000000   1
         134  -52.3756714      -24.8227730       109.166473     -1.0000000   1
         135  -52.3318481      -24.7975674       124.166473     -1.0000000   1
         136  -52.2880249      -24.7723637       139.166473     -1.0000000   1
         137  -52.2442017      -24.7471581       154.166443     -1.0000000   1
         138  -52.2003784      -24.7219543       169.166443     -1.0000000   1
         139  -52.1565552      -24.6967487       184.166443     -1.0000000   1
         140  -52.1127319      -24.6715431       199.166443     -1.0000000   1
         141  -52.0689087      -24.6463394       214.166443     -1.0000000   1
         142  -52.0250854      -24.6211338       229.166443     -1.0000000   1
         143  -51.9812622      -24.5959282       244.166443     -1.0000000   1
         144  -51.9374390      -24.5707245       259.166443     -1.0000000   1
         145  -53.5179138       29.4713688      -267.132385     -1.0000000   1
         146  -53.4632263       29.4617176      -252.105453     -1.0000000   1
         147  -53.4085693       29.4520664      -237.078522     -1.0000000   1
         148  -53.3538818       29.4424114      -222.051575     -1.0000000   1
         149  -53.2992249       29.4327602      -207.024643     -1.0000000   1
         150  -53.2445374       29.4231091      -191.997711     -1.0000000   1
         151  -53.1898804       29.4134579      -176.970764     -1.0000000   1
         152  -53.1351929       29.4038029      -161.943832     -1.0000000   1
         153  -53.0805359       29.3941517      -146.916901     -1.0000000   1
         154  -53.0258484       29.3845005      -131.889954     -1.0000000   1
         155  -52.9711914       29.3748493      -116.863022     -1.0000000   1
         156  -52.9165039       29.3651943      -101.836090     -1.0000000   1
         157  -52.8570251       29.3606014      -86.8170166     -1.0000000   1
         158  -52.7920532       29.3617878      -71.8069458     -1.0000000   1
         159  -52.7270508       29.3629704      -56.7968750     -1.0000000   1
         160  -52.6620789       29.3641567      -41.7868347     -1.0000000   1
         161  -52.5970764       29.3653431      -26.7767639     -1.0000000   1
         162  -52.5321045       29.3665257      -11.7666931     -1.0000000   1
         163  -52.4671326       29.3677120       3.24337769     -1.0000000   1
         164  -52.4021301       29.3688946       18.2534485     -1.0000000   1
